,model_name,train_f1_score,validation_f1_score,test_f1_score,cross_validation_counter,Best_network_epoch_num 
0,CNN2D_LSTM,0.694169736927154,0.5281414354251751,0.5062765847079572,0,0
1,CNN2D_LSTM,0.3574928706269831,0.3230240549828179,0.3120567375886525,1,0
2,CNN2D_LSTM,0.31393298059964725,0.31393298059964725,0.3230240549828179,2,0
3,CNN2D_LSTM,0.3993820113970301,0.31578947368421056,0.31393298059964725,3,0
4,CNN2D_LSTM,0.6830969037127202,0.6540911726900428,0.6834748562949663,4,0
