,model_name,train_f1_score,validation_f1_score,test_f1_score,cross_validation_counter,Best_network_epoch_num 
0,CNN3D_LSTM,0.5404861251317944,0.4921053993891391,0.49040356883494135,0,0
1,CNN3D_LSTM,0.39085921149386277,0.3230240549828179,0.3120567375886525,1,0
2,CNN3D_LSTM,0.27665860864893904,0.31393298059964725,0.3230240549828179,2,0
3,CNN3D_LSTM,0.44912001902661564,0.31578947368421056,0.31393298059964725,3,0
4,CNN3D_LSTM,0.4693310903129558,0.31393298059964725,0.31578947368421056,4,0
